經號 , 冊數 , 卷數 , 經名 , 作譯者
I0030 , 01 , 1 , 廣業寺造像碑 , 顏娟英主編
I0031 , 01 , 1 , 儁蒙文姬卅一人等造像記 , 顏娟英主編
I0032 , 01 , 1 , 大魏故昭玄沙門大統令法師墓誌銘 , 顏娟英主編
I0033 , 01 , 1 , 法義兄弟等二百人造像記 , 顏娟英主編
I0034 , 01 , 1 , 中岳嵩陽寺碑 , 顏娟英主編
I0035 , 01 , 1 , 張法壽息榮遷等造像記 , 顏娟英主編
I0036 , 01 , 1 , 安村道俗一百餘人修塔記 , 顏娟英主編
I0037 , 01 , 1 , 白實等造中興寺石像記 , 顏娟英主編
I0038 , 01 , 1 , 僧演造像記 , 顏娟英主編
I0039 , 01 , 1 , 合邑四十人造像記 , 顏娟英主編
I0040 , 01 , 1 , 凝禪寺三級浮圖碑 , 顏娟英主編
I0041 , 01 , 1 , 敬史君碑 , 顏娟英主編
I0042 , 01 , 1 , 巨始光等造像碑 , 顏娟英主編
I0043 , 01 , 1 , 李氏合邑造像碑 , 顏娟英主編
I0044 , 01 , 1 , 李贊邑等邑義五百餘人造像碑 , 顏娟英主編
I0045 , 01 , 1 , 道俗九十人造像記 , 顏娟英主編
I0046 , 01 , 1 , 王貳郎法義三百人等造像記 , 顏娟英主編
I0047 , 01 , 1 , 朱永隆七十人等造像記 , 顏娟英主編
I0048 , 01 , 1 , 報德玉像七佛頌碑 , 顏娟英主編
I0049 , 01 , 1 , 杜照賢十三人等造像記 , 顏娟英主編
I0050 , 01 , 1 , 陳神姜等造像記 , 顏娟英主編
I0051 , 01 , 1 , 邑子七十人等造大道如來記 , 顏娟英主編
I0052 , 01 , 1 , 比丘道𤫞造像記 , 顏娟英主編
I0053 , 01 , 1 , 杜英儁等十四人造像記 , 顏娟英主編
I0054 , 01 , 1 , 道俗卅七人造經像記 , 顏娟英主編
I0055 , 01 , 1 , 邢多五十人等造像記 , 顏娟英主編
I0056 , 01 , 1 , 馬敬賢五十人等造像記 , 顏娟英主編
I0057 , 01 , 1 , 葉容等造像記 , 顏娟英主編
I0058 , 01 , 1 , 李清造報德像碑 , 顏娟英主編
I0059 , 01 , 1 , 郭猛八十人等造塔像記 , 顏娟英主編
I0060 , 01 , 1 , 趙郡王高叡定國寺碑 , 顏娟英主編
I0061 , 01 , 1 , 趙郡王高叡修定國寺頌 , 顏娟英主編
I0062 , 01 , 1 , 靜明等修塔造像記 , 顏娟英主編
I0063 , 01 , 1 , 劉碑造像記 , 顏娟英主編
I0064 , 01 , 1 , 強獨樂為周文王造像碑 , 顏娟英主編
I0065 , 01 , 1 , 宋敬業等造塔記 , 顏娟英主編
I0066 , 01 , 1 , 魯思明等造寺記 , 顏娟英主編
I0067 , 01 , 1 , 董黃頭七十人等造像記 , 顏娟英主編
I0068 , 01 , 1 , 東平郡須昌縣□檀寺造經碑 , 顏娟英主編
I0069 , 01 , 1 , 方法師鏤石班經記 , 顏娟英主編
I0070 , 01 , 1 , 周大將軍延壽公碑頌 , 顏娟英主編
I0071 , 01 , 1 , 陳神忻七十二人等造石室記 , 顏娟英主編
I0072 , 01 , 1 , 彭城王高浟修寺碑 , 顏娟英主編
I0073 , 01 , 1 , 標異鄉義慈惠石柱頌 , 顏娟英主編
I0074 , 01 , 1 , 比丘尼法藏等造像記 , 顏娟英主編
I0075 , 01 , 1 , 陳榮等三百餘人造像記 , 顏娟英主編
I0076 , 01 , 1 , 阿鹿交村七十人等造石室像記 , 顏娟英主編
I0077 , 01 , 1 , 嚴壽等重修故塔記 , 顏娟英主編
I0078 , 01 , 1 , 比丘道政四十人等造像記 , 顏娟英主編
I0079 , 01 , 1 , 王氏道俗百人造像記 , 顏娟英主編
I0080 , 01 , 1 , 郭顯邕等造一切經記 , 顏娟英主編
I0081 , 01 , 1 , 雷暉嫗造釋迦像記 , 顏娟英主編
I0082 , 01 , 1 , 陳氏合村造像記 , 顏娟英主編
I0083 , 01 , 1 , 雷明香造像記 , 顏娟英主編
I0084 , 01 , 1 , 宋買廿二人等造天宮石像記 , 顏娟英主編
I0085 , 01 , 1 , 韓永義等造像記 , 顏娟英主編
I0086 , 01 , 1 , 潘景暉造碑像記 , 顏娟英主編
I0087 , 01 , 1 , 棲閑寺邑義六十人造像記 , 顏娟英主編
I0088 , 01 , 1 , 劉氏造像記 , 顏娟英主編
I0089 , 01 , 1 , 舜禪師等百餘人造像記 , 顏娟英主編
I0090 , 01 , 1 , 董洪達四十人等造像記 , 顏娟英主編
I0091 , 01 , 1 , 楊暎香等八十人造像記 , 顏娟英主編
I0092 , 01 , 1 , 道略等造神碑像記 , 顏娟英主編
I0093 , 01 , 1 , 永顯寺道端等三百人造像記 , 顏娟英主編
I0094 , 01 , 1 , 興聖寺四十人等造碑像記 , 顏娟英主編
I0095 , 01 , 1 , 唐邕刻經記 , 顏娟英主編
I0096 , 01 , 1 , 馮翊王高潤修平等寺碑 , 顏娟英主編
I0097 , 01 , 1 , 瓽仲義八十人等造像記 , 顏娟英主編
I0098 , 01 , 1 , 臨淮王像碑 , 顏娟英主編
I0099 , 01 , 1 , 建崇寺浮圖銘 , 顏娟英主編
I0100 , 01 , 1 , 比丘尼圓照圓光造雙像記 , 顏娟英主編
JA042 , 01 , 1 , 大慧普覺禪師年譜 , 宋 祖詠編　張掄序　宗演跋
JA123 , 07 , 1 , 起信論疏（選錄「科文」） , 宋 子璿脩定
JA158 , 10 , 12 , 密雲禪師語錄 , 明 圓悟說　如學等編
JB005 , 15 , 1 , 大方廣佛華嚴經普賢行願品別行疏鈔（選錄「華嚴宗七祖行蹟」及「附錄」） , 唐 澄觀別行疏　宗密隨疏鈔
JB044 , 19 , 3 , 諸經日誦集要 , 佚名
JB047 , 19 , 1 , 瑜伽集要燄口施食儀 , 唐 不空譯　西夏 不動金剛重集　清 受登詮次　有圖像四十　緣起
JB048 , 19 , 2 , 北京五大部直音會韻 , 明 久隱撰
JB090 , 20 , 2 , 續原教論 , 明 沈士榮著
JB091 , 20 , 1 , 道餘錄 , 明 姚廣孝著並序
JB095 , 20 , 1 , 蕅益三頌 , 明 智旭述並序　三頌為華嚴．楞嚴．法華　有偶拈問答及重刻自跋
JB096 , 20 , 10 , 周易禪解 , 明 智旭著
JB097 , 20 , 3 , 天樂鳴空集 , 明 鮑宗肇述　智旭定
JB098 , 20 , 6 , 黃蘗無念禪師復問 , 明 深有撰　明 聞刪定
JB103 , 20 , 1 , 寒山子詩集 , 唐 閭丘胤集並序　明 王宗沐序　附拾得．豐干詩
JB109 , 21 , 10 , 大藏一覽 , 明 陳實編　姚舜漁重輯
JB110 , 21 , 10 , 護法錄 , 明 宋濂著　袾宏輯　錢謙益訂
JB116 , 22 , 5 , 憨山老人夢遊全集 , 明 德清撰　福善日錄
JB118 , 23 , 2 , 密藏開禪師遺稿 , 明 道開著
JB120 , 23 , 1 , 闢邪集 , 明 鍾始聲著　大朗序　文分天學初徵及天學再徵　附書柬四則　程啟用跋
JB122 , 23 , 8 , 醒世錄 , 清 徐昌治輯
JB125 , 23 , 1 , 先覺宗乘（選錄「帝王問道錄」） , 明 郭凝之編
JB127 , 23 , 2 , 無依道人錄 , 清 徐昌治著　超悟錄　僧鑑序　附疏稿（原有缺頁）
JB128 , 23 , 1 , 普明禪師牧牛圖頌 , 明 普明原唱　諸方和韻　嚴大參序　清 如念編目　有圖十
JB129 , 23 , 1 , 牧牛圖頌 , 明 普明原輯　性音續集舊跋　清 納信序　明 袾宏序　清 超格序　乾隆四十九年了彙重刊
JB134 , 23 , 2 , 五家語錄（選錄） , 唐 慧然集　明 郭凝之重訂
JB135 , 23 , 30 , 石門文字禪 , 宋 德洪著　原書缺　依民國十年常州天寧寺刻本印
JB137 , 24 , 3 , 趙州和尚語錄 , 唐 從諗說　文遠記　大參重校　明聲重刻
JB138 , 24 , 3 , 雲門匡真禪師語錄 , 南漢 文偃說　守堅編
JB154 , 25 , 3 , 松隱唯菴然和尚語錄 , 明 德然說　慧省編次
JB155 , 25 , 1 , 無趣老人語錄 , 明 如空說　性沖編
JB156 , 25 , 2 , 無幻禪師語錄 , 明 性沖說　慧廣編集
JB159 , 25 , 1 , 天真毒峰善禪師要語 , 明 本善記　悟深編
JB163 , 25 , 4 , 古庭禪師語錄輯略 , 明 善堅說　各卷首皆題曹溪一滴古庭禪師語錄
JB164 , 25 , 1 , 曹溪一滴 , 明 周理編　附夢語摘要
JB165 , 25 , 1 , 大巍禪師竹室集 , 明 淨倫撰　周理輯　內題曹溪一滴卷六
JB166 , 25 , 1 , 浮山法句 , 明 本智撰　周理輯　內題曹溪一滴卷七　前有明 吳應賓塔銘及王舜鼎夢禪語
JB167 , 25 , 1 , 徹庸和尚谷響集 , 明 徹庸撰　洪如錄　內題曹溪一滴卷八　後附淨土偈一卷
JB171 , 25 , 15 , 天隱和尚語錄 , 明 圓修說　通問等編
JB173 , 25 , 2 , 壽昌無明和尚語錄 , 明 慧經說　元來集
JB174 , 25 , 12 , 天界覺浪盛禪師語錄 , 明 道盛說　大成．大奇等編
JB175 , 25 , 1 , 大溈五峰學禪師語錄 , 明 如學說　清 智海重刻　周堪賡序　有行實　明 陶汝鼐塔銘
JB176 , 25 , 1 , 大溈密印寺養拙明禪師語錄 , 清 正明說　智海編　通雲序　陶之典序　有行實　周堪賡塔銘　附大溈四記一卷
JB177 , 26 , 20 , 破山禪師語錄 , 清 海明說　印正等編　附年譜　印巒等輯　印綬等編　原書缺依駒本印
JB178 , 26 , 14 , 費隱禪師語錄 , 明 通容說　隆琦等編　附紀年錄　行觀．王谷同集　徐昌治．董行證較　行宗．行古重訂刻
JB180 , 26 , 6 , 天童弘覺忞禪師北遊集 , 清 道忞說　真樸編次
JB181 , 26 , 32 , 布水臺集 , 明 道忞著（中央圖書館善本書目編在集部別集類）
JB182 , 26 , 10 , 萬如禪師語錄 , 清 通微說　行猷等編
JB183 , 26 , 15 , 雪竇石奇禪師語錄 , 清 通雲說　行正等編錄
JB184 , 26 , 6 , 牧雲和尚七會語錄 , 清 通門說　行瑋等編
JB185 , 26 , 10 , 浮石禪師語錄 , 明 通賢說　行浚等編
JB186 , 26 , 8 , 林野奇禪師語錄 , 明 通奇說　行謐等編
JB187 , 26 , 20 , 天岸昇禪師語錄 , 清 昇說　元玉等記錄
JB188 , 26 , 18 , 入就瑞白禪師語錄 , 明 明雪說　寂蘊編
JB189 , 27 , 11 , 三宜盂禪師語錄 , 明 明盂說　淨範等編
JB190 , 27 , 20 , 石雨禪師法檀 , 明 明方說　淨柱編
JB191 , 27 , 4 , 象田即念禪師語錄 , 明 淨現說　淨癡等錄
JB192 , 27 , 12 , 大休珠禪師語錄 , 清 珠說　廣熙等錄
JB193 , 27 , 16 , 隱元禪師語錄 , 清 隆琦說　海寧等編
JB194 , 27 , 10 , 昭覺丈雪醉禪師語錄 , 清 通醉說　徹綱等編
JB196 , 27 , 2 , 鴛湖用禪師語錄 , 清 妙用說　悟進．悟元等編
JB197 , 27 , 6 , 博山無異大師語錄集要 , 明 元來說　成正錄　元賢集
JB198 , 27 , 13 , 雪關禪師語錄 , 明 智誾說　成巒等錄　開詗編
JB199 , 27 , 6 , 雪關和尚語錄 , 明 智誾說　傳善輯
JB200 , 27 , 2 , 石霜爾瞻尊禪師語錄 , 清 達尊說　本開等記錄
JB202 , 28 , 30 , 百癡禪師語錄 , 清 元說　超宣等編
JB203 , 28 , 2 , 雲峨喜禪師語錄 , 清 喜說　智恒等編
JB204 , 28 , 2 , 斌雅禪師語錄 , 清 鑑說　海岳記錄
JB205 , 28 , 10 , 介為舟禪師語錄 , 清 行舟說　海鹽．益證等編
JB206 , 28 , 1 , 笑堂和尚語錄 , 清 說　超源等記錄　超晙等編
JB207 , 28 , 3 , 古瓶山牧道者究心錄 , 明 真本說　機峻等編
JB208 , 28 , 20 , 古雪哲禪師語錄 , 明 真哲說　傳我等編
JB209 , 28 , 2 , 永濟融禪師語錄 , 清 融說　師住．妙印等錄
JB210 , 28 , 2 , 伏獅祇園禪師語錄 , 清 行剛（尼）說　授遠．超宿等編
JB211 , 28 , 4 , 季總徹禪師語錄 , 清 徹（尼）說　超祥記錄
JB212 , 28 , 10 , 二隱謐禪師語錄 , 清 謐說　超巨．超秀等編
JB213 , 28 , 2 , 芝巖秀禪師語錄 , 清 秀說　明一等編
JB214 , 28 , 2 , 蕅益大師佛學十種（選錄「性學開蒙」．「梵室偶談」兩種） , 明 智旭著
JB215 , 28 , 1 , 頌古合響集 , 明 徹（尼）．符（尼）合頌　張有譽輯並序
JB216 , 28 , 4 , 絕餘編 , 明 智旭著　圓果錄
JB218 , 28 , 4 , 懶石聆禪師語錄 , 清 聆說　海瑞等錄
JB219 , 28 , 20 , 紫竹林顓愚衡和尚語錄 , 清 觀衡說　正印重編
JB220 , 28 , 12 , 法璽印禪師語錄 , 清 印說　性圓等編
JB221 , 28 , 2 , 楞嚴法璽印禪師語錄 , 清 印說　旋性記錄
JB222 , 29 , 3 , 夔州臥龍字水禪師語錄 , 明 圓䂐說　觀誰等錄
JB223 , 29 , 12 , 山暉禪師語錄 , 清 璧說　如崇等錄　宗上編
JB224 , 29 , 14 , 嵩山野竹禪師錄 , 清 福慧說　宗宏錄　宗上．宗堅仝編
JB225 , 29 , 1 , 鄂州龍光達夫禪師雞肋集 , 清 蘊上說　道汜．道沖等錄（依駒本印）
JB226 , 29 , 1 , 頌古鉤鉅 , 清 蘊上頌并跋　蘊宏著語（依駒本印）
JB227 , 29 , 1 , 集文字禪 , 清 蘊上著　舒峻極序　杜國柱序（依駒本印）
JB229 , 29 , 2 , 法瀾澂禪師語錄 , 清 原澂說　清杲編次（依駒本印）
JB230 , 29 , 10 , 天王水鑑海和尚六會錄 , 清 慧海說　原澂等編（依駒本印）
JB231 , 29 , 6 , 天王水鑑海和尚五會錄 , 清 慧海說　原澂等編
JB232 , 29 , 3 , 天王水鑑海和尚住金粟語錄 , 清 慧海說　原澂．原上等編
JB233 , 29 , 10 , 介菴進禪師語錄 , 清 悟進說　真理等編　附源流頌
JB234 , 29 , 2 , 一初元禪師語錄 , 清 元說　真開．真智等編
JB235 , 29 , 6 , 蓮月禪師語錄 , 清 道正說　性容等錄
JB236 , 29 , 2 , 玉泉蓮月正禪師語錄 , 清 道正說　發慧等錄
JB237 , 29 , 4 , 月幢了禪師語錄 , 清 了說　達最等編
JB238 , 29 , 3 , 聚雲吹萬真禪師語錄 , 明 廣真說　燈來編
JB239 , 29 , 20 , 吹萬禪師語錄 , 明 廣真說　燈來重編（依駒本印）
JB240 , 29 , 3 , 慶忠鐵壁機禪師語錄 , 明 慧機說　燈來編
JB241 , 29 , 20 , 慶忠鐵壁機禪師語錄 , 明 慧機說　幻敏重編（依駒本印）
JB242 , 29 , 1 , 鐵眉三巴掌禪師語錄 , 明 鐵眉號三巴掌說　性養．性亮同編
JB243 , 29 , 1 , 耳庵嵩禪師語錄 , 清 嵩說　性愷編　徐善序　有附記
JB244 , 29 , 16 , 三山來禪師語錄 , 清 燈來說　普定編（原目二十八卷　卷十七下註有「嗣刻」二字　此為初刻本）
JB245 , 29 , 1 , 高峰三山來禪師年譜 , 清 性統編　至善序（依駒本印）
JB246 , 29 , 2 , 嘉興退菴斷愚智禪師語錄 , 清 智說　機輪等編
JB247 , 29 , 1 , 普光坦菴禪師語錄 , 清 機峻說　全弘錄　羅開麟序（依駒本印）
JB248 , 29 , 5 , 達變權禪師語錄 , 清 顯權說　海澂錄
JB249 , 29 , 3 , 方融璽禪師語錄 , 清 如璽說　興林等編　附淨土詩
JB259 , 30 , 1 , 怡山禮佛發願文略釋 , 清 書玉略釋並序跋　有事義（依駒本印）
JB260 , 30 , 2 , 大懺悔文略解 , 清 書玉略解（依駒本印）
JB267 , 31 , 14 , 牧雲和尚嬾齋別集 , 明 通明撰　毛晉編
JB268 , 31 , 1 , 牧雲和尚宗本投機頌 , 明 通明撰　附病遊遊刃．病遊初草．病遊後草
JB269 , 31 , 10 , 金剛般若經疏論纂要刊定記會編 , 唐 宗密述疏　宋 子璿錄記　清 行策會編
JB271 , 31-32 , 44 , 閱藏知津 , 明 智旭彙輯　總目四卷
JB272 , 32 , 4 , 明州天童景德禪寺宏智覺禪師語錄 , 宋 正覺說　淨啟重編
JB273 , 32 , 1 , 千巖和尚語錄 , 元 元長說　嗣詔錄
JB275 , 32 , 1 , 興善南明廣禪師語錄 , 明 慧廣說　妙用集　悟進重輯並跋　明方序　黃承昊序　有行狀
JB276 , 32 , 10 , 不會禪師語錄 , 清 法通說　性靈等編（依駒本印）
JB277 , 32-33 , 25 , 雲棲法彙（選錄） , 明 袾宏著（原本多缺　依金陵本補印　並補後增讚序等文　凡補印者　於該條目上作△以志之）
JB279 , 33 , 1 , 虛舟禪師註八識規矩頌 , 清 行省撰
JB280 , 33 , 15 , 神鼎雲外澤禪師語錄 , 清 行澤說　宏怤等編（依駒本印）
JB281 , 33 , 3 , 壇溪梓舟船禪師語錄 , 明 船說　明法等編（依駒本印）
JB282 , 33 , 4 , 虛舟省禪師語錄 , 清 行省說　超直等編（依駒本印）
JB283 , 33 , 1 , 天台三聖詩集和韻 , 元 梵琦首和　清 福慧重和
JB284 , 33 , 8 , 益州嵩山野竹禪師後錄 , 清 福慧說　洪希等編
JB285 , 33 , 3 , 兜率不磷堅禪師語錄 , 清 宗堅說　妙聖等記
JB286 , 33 , 6 , 攖寧靜禪師語錄 , 清 智靜說　德亮等編　德莪等錄
JB287 , 33 , 8 , 自閒覺禪師語錄 , 清 覺說　洪暹等編
JB288 , 33 , 6 , 憨予暹禪師語錄 , 清 洪暹說　法雲等編
JB293 , 33 , 1 , 擬寒山詩 , 明 張守約追擬並序　唐守禮序　蔡善繼序（依駒本印）
JB294 , 33 , 18 , 雲溪俍亭挺禪師語錄 , 清 淨挺說　智淙等編
JB295 , 34 , 10 , 學佛考訓 , 清 淨挺輯
JB296 , 34 , 3 , 漆園指通 , 清 淨挺著
JB298 , 34 , 10 , 屾峰憲禪師語錄 , 清 憲說　智質．智原同編（依駒本印）
JB299 , 34 , 16 , 三峰藏和尚語錄 , 明 法藏說　弘儲記　後附年譜一卷．南嶽勒古一卷
JB300 , 34 , 10 , 朝宗禪師語錄 , 明 通忍說　行導編（依駒本印）
JB301 , 34 , 10 , 南嶽繼起和尚語錄 , 清 弘儲說　濟機等編
JB303 , 34 , 1 , 燮雲璣禪師國清無畏堂語錄 , 清 濟璣說　玄杲錄　張有譽序
JB304 , 34 , 2 , 靈樹遠禪師雲嵒集 , 清 僧遠說　廣仍記　附雲嵒頌古　附雲嵒九頌　余懷製
JB305 , 34 , 1 , 國清大庾韜禪師語錄 , 清 行韜說　顯裕等錄　有塔銘　行略（依駒本印）
JB306 , 34 , 2 , 內紹種禪師語錄 , 清 種說　照維等記　附頌古
JB308 , 34 , 4 , 象崖珽禪師語錄 , 清 性珽說　益聞重刊
JB309 , 34 , 2 , 雲腹智禪師語錄 , 清 道智說　嶽賢．聯昇記錄
JB310 , 34 , 2 , 雲叟住禪師語錄 , 清 住說　元一記錄
JB311 , 34 , 33 , 天界覺浪盛禪師全錄 , 明 道盛說　大成．大然等較　後附杖門隨集
JB312 , 34 , 1 , 天界覺浪盛禪師嘉禾語錄 , 明 道盛說　大樞．大英錄　譚貞默序
JB313 , 34 , 4 , 青原愚者智禪師語錄 , 清 智說　興磬．興斧編
JB325 , 35 , 2 , 解惑篇 , 清 弘贊編（依駒本印）
JB326 , 35 , 5 , 木人剩稿 , 清 弘贊編　開溈錄
JB336 , 35 , 6 , 南海寶象林慧弓詗禪師語錄 , 清 開詗說　傳一等錄
JB337 , 35 , 2 , 寶持總禪師語錄 , 清 玄總（尼）說　明英等記
JB338 , 35 , 5 , 靈瑞尼祖揆符禪師妙湛錄 , 清 符（尼）說　師炤等記
JB339 , 35 , 5 , 靈瑞禪師嵒華集 , 清 符（尼）說　振澂等記
JB340 , 35 , 3 , 慧覺衣禪師語錄 , 清 照衣說　徹御等編
JB341 , 35 , 1 , 佛語御禪師語錄 , 清 徹御說　法傑．法秀等編　聖可序
JB342 , 35 , 5 , 華嚴聖可禪師語錄 , 清 德玉說　光佛等編
JB343 , 35 , 12 , 廣福山勝覺寺密印禪師語錄 , 清 真傳說　如暐等編
JB345 , 36 , 2 , 蘇州竹庵衍禪師語錄 , 清 真衍說　機如編
JB346 , 36 , 4 , 古林如禪師語錄 , 清 機如說　全威等記錄
JB348 , 36 , 10 , 靈峰蕅益大師宗論 , 明 智旭著
JB351 , 36 , 2 , 道德經順硃 , 清 德玉順硃
JB352 , 36 , 2 , 東山破峰重禪師語錄 , 清 普重說　傳慧等編
JB353 , 36 , 1 , 雲幻宸禪師語錄 , 清 印宸說　發林等編　王民皞序　李道泰塔記
JB354 , 36 , 1 , 錦屏破石卓禪師雜著 , 明 悟卓說　超常記錄　發林行狀
JB355 , 36 , 2 , 綠蘿恒秀林禪師語錄 , 清 發林說　光悠等編
JB356 , 36 , 2 , 奇然智禪師語錄 , 清 超智說　明林．明燦等編
JB357 , 36 , 3 , 秀野林禪師語錄 , 清 明林說　最正等編
JB358 , 36 , 1 , 智覃正禪師語錄 , 清 最正說　尚能．尚瑩等編　末附助緣耆德
JB359 , 36 , 20 , 百愚禪師語錄 , 清 淨斯說　智操．智海等編語錄　智朴．方拱乾等編蔓堂集　附蔓堂集
JB362 , 36 , 6 , 觀濤奇禪師語錄 , 清 大奇說　興舒等編
JB363 , 36 , 5 , 文穆念禪師語錄 , 清 念說　真慧等編
JB364 , 36 , 4 , 佛古聞禪師語錄 , 清 行聞說　超質等編
JB365 , 36 , 2 , 石璞質禪師語錄 , 清 超質說　明嵩等編
JB366 , 36 , 6 , 大方禪師語錄 , 明 行海說　超鳴編
JB367 , 36 , 6 , 寂光豁禪師語錄 , 清 豁說　發育等編
JB368 , 36 , 2 , 天台通玄寺獨朗禪師語錄 , 清 行曰說　超心．超香等編
JB369 , 36 , 30 , 蔗菴範禪師語錄 , 清 淨範說　智璋等錄
JB370 , 37 , 2 , 草堂耨雲實禪師語錄 , 清 真實說　寂訥等編（依駒本印）
JB371 , 37 , 12 , 佛冤禪師語錄 , 清 徹綱說　性純等編（依駒本印）
JB372 , 37 , 2 , 印心佛敏訥禪師語錄 , 清 寂納說　法棟等錄　法通等編（依駒本印）
JB383 , 37 , 12 , 憨休禪師語錄 , 繼堯等編
JB384 , 37 , 12 , 憨休禪師敲空遺響 , 清 如乾說　張恂編閱　繼堯校訂（依駒本印）
JB386 , 37 , 16 , 遠菴僼禪師語錄 , 清 本僼說　元視等編（依駒本印）
JB387 , 37 , 6 , 古宿尊禪師語錄 , 清 尊說　明圓等編（依駒本印）
JB388 , 37 , 12 , 神鼎一揆禪師語錄 , 清 元揆說　成炯等編（依駒本印）
JB389 , 37 , 6 , 洪山俞昭允汾禪師語錄 , 清 允汾說　上睿等編（依駒本印）
JB390 , 37 , 6 , 北京楚林禪師語錄 , 清 上睿說　照琮等錄（依駒本印）
JB391 , 37 , 2 , 長目電禪師語錄 , 清 光電說　悟本編（依駒本印）
JB392 , 37 , 20 , 寒松操禪師語錄 , 清 智操說　德昊編（依駒本印）
JB393 , 37 , 2 , 華巖還初佛禪師語錄 , 清 佛說　通量等編（依駒本印）
JB394 , 37 , 8 , 翼菴禪師語錄 , 清 善酇說　分為國清語錄二卷　序燈等記　真如語錄三卷　序璋等記　通玄語錄一卷　力端等錄　和寒山詩二卷（依駒本印）
JB395 , 37 , 4 , 荊南內護國寺啟真誠禪師語錄 , 清 誠說　振聞編（依駒本印）
JB396 , 37 , 1 , 終南山蟠龍子肅禪師語錄 , 清 超遠說　性明編　海闊等錄（依駒本印）
JB399 , 37 , 1 , 鶴林天樹植禪師語錄 , 清 行植說　湛祐編（依駒本印）
JB400 , 37 , 2 , 知空蘊禪師語錄 , 清 學蘊說　通來等編（依駒本印）
JB401 , 37 , 1 , 浦峰長明炅禪師語錄 , 清 性炅說　海棟編（依駒本印）
JB402 , 37 , 2 , 浦峰法柱棟禪師語錄 , 清 海棟說　慧昇集　慧渠編　慧岱錄（依駒本印）
JB406 , 38 , 12 , 廬山天然禪師語錄 , 明 函昰說　今辯重編（依駒本印）
JB407 , 38 , 6 , 千山剩人禪師語錄 , 明 函可說　元賦等編　今羞等錄　今盧．今又重梓（依駒本印）
